id,name,description,offer_url,expiration_date,country_codes,default_payout,category,device_type,status
33874,ابدأ بلعب Ninja Boy الآن!,أدخل رقم هاتفك المحمول الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=33874,01/01/27,EG-Egypt,0.05,Pin-Submit,ince,Active
54631,¡Puedes convertirte en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54631,01/01/27,DO-Dominican Republic,0.1,Email/Zip Submit,mobile_droid,Active
69764,Začněte s vyzkoušením dámského spodního prádla hned teď!,Zadejte údaje o své kreditní kartě a začněte.,https://singingfiles.com/show.php?l=0&u=1187777&id=69764,01/01/27,CZ-Czechia,5.13,Credit Card Submit,ince,Active
58180,Test Your Luck for a Reward!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=58180,01/01/27,SG-Singapore,0.04,Email/Zip Submit,mobile_droid,Active
36688,Get Rewarded for Taking the Finance Survey!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=36688,01/01/27,JM-Jamaica,0.08,Email/Zip Submit,mobile,Active
58533,Enter for Your Samsung Galaxy A53 Now!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=58533,01/01/27,PH-Philippines,0.13,Email/Zip Submit,mobile_droid,Active
65522,ان سوالات کے بعد شاندار انعام حاصل کریں!,جیتنے کے موقع کے لیے ابھی اپنی معلومات درج کریں۔,https://singingfiles.com/show.php?l=0&u=1187777&id=65522,01/01/27,PK-Pakistan,0.09,Email/Zip Submit,mobile_ios,Active
54817,¡Conviértete en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54817,01/01/27,"VE-Venezuela,Bolivarian Republic of",0.1,Email/Zip Submit,ince,Active
41568,See if you Need Your Data Protected!,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=41568,01/01/27,ZA-South Africa,0.08,Email/Zip Submit,mobile_droid,Active
65484,¡Ingrese para obtener las últimas recompensas ahora!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65484,01/01/27,CO-Colombia,0.09,Email/Zip Submit,ince,Active
67881,Enter for your Samsung A55!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=67881,01/01/27,PH-Philippines,0.18,Email/Zip Submit,ince,Active
54758,Milyoner Olabilirsiniz!,Kazanma şansı için şimdi bilgilerinizi girin.,https://singingfiles.com/show.php?l=0&u=1187777&id=54758,01/01/27,TR-Türkiye,0.1,Email/Zip Submit,mobile_droid,Active
68535,احصل على محتوى اللياقة البدنية الخاص بك الآن!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=68535,01/01/27,IQ-Iraq,0.26,Pin-Submit,mobile_droid,Active
69758,Testen Sie jetzt Ihre Damenunterwäsche!,Geben Sie jetzt Ihre Kreditkartendaten ein um loszulegen.,https://singingfiles.com/show.php?l=0&u=1187777&id=69758,01/01/27,CH-Switzerland,5.13,Credit Card Submit,ince,Active
36510,¡Responda la nueva encuesta sobre finanzas!,Ingrese su información ahora para comenzar.,https://singingfiles.com/show.php?l=0&u=1187777&id=36510,01/01/27,"VE-Venezuela,Bolivarian Republic of",0.08,Email/Zip Submit,ince,Active
65461,Get a Fabulous Reward after these Questions!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=65461,01/01/27,PH-Philippines,0.09,Email/Zip Submit,mobile_droid,Active
54797,तपाईं एक करोडपति बन्न सक्नुहुन्छ!,जित्ने मौकाको लागि अहिले आफ्नो जानकारी प्रविष्ट गर्नुहोस्।,https://singingfiles.com/show.php?l=0&u=1187777&id=54797,01/01/27,NP-Nepal,0.1,Email/Zip Submit,mobile_droid,Active
33875,تحميل Ninja Boy الآن!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=33875,01/01/27,EG-Egypt,0.05,Pin-Submit,mobile_droid,Active
68993,Begin met winkelen voor Pasen!,Voer nu je gegevens in om te beginnen.,https://singingfiles.com/show.php?l=0&u=1187777&id=68993,01/01/27,NL-Netherlands,1.54,Email/Zip Submit,ince,Active
65589,Voyez si vous avez besoin de protéger vos données !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=65589,01/01/27,PF-French Polynesia,0.08,Email/Zip Submit,mobile_droid,Active
36521,অর্থ জরিপ গ্রহণের জন্য পুরষ্কার পান!,জয়ের সুযোগের জন্য আপনার তথ্য এখন প্রবেশ করান।,https://singingfiles.com/show.php?l=0&u=1187777&id=36521,01/01/27,BD-Bangladesh,0.08,Email/Zip Submit,mobile,Active
69168,¡Participa para tener la oportunidad de ganar una PlayStation 5!,Ingresa tus datos ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=69168,01/01/27,CO-Colombia,0.13,Email/Zip Submit,mobile_droid,Active
54731,Você pode se tornar um milionário!,Insira suas informações agora para ter uma chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54731,01/01/27,BR-Brazil,0.1,Email/Zip Submit,mobile_droid,Active
54761,¡Puedes convertirte en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54761,01/01/27,CO-Colombia,0.1,Email/Zip Submit,mobile_droid,Active
41572,Scopri se hai bisogno di proteggere i tuoi dati!,Inserisci ora il tuo numero di cellulare per iniziare.,https://singingfiles.com/show.php?l=0&u=1187777&id=41572,01/01/27,IT-Italy,0.08,Email/Zip Submit,mobile,Active
48946,احصل على Knights Diamonds!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=48946,01/01/27,EG-Egypt,0.06,Pin-Submit,mobile_droid,Active
69254,Играйте в новейшие игры для своего телефона прямо сейчас!,Введите свой номер мобильного телефона сейчас чтобы начать загрузку.,https://singingfiles.com/show.php?l=0&u=1187777&id=69254,01/01/27,RU-Russian Federation,0.17,Pin-Submit,mobile_droid,Active
54741,Puoi diventare milionario!,Inserisci ora le tue informazioni per avere la possibilità di vincere.,https://singingfiles.com/show.php?l=0&u=1187777&id=54741,01/01/27,IT-Italy,0.1,Email/Zip Submit,mobile_ios,Active
36513,¡Obtenga recompensas por realizar la encuesta sobre finanzas!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=36513,01/01/27,DO-Dominican Republic,0.08,Email/Zip Submit,mobile,Active
36527,ဘဏ္Surာရေးစစ်တမ်းကောက်ယူခြင်းအတွက်ဆုယူပါ။,အနိုင်ရရန်အခွင့်အရေးအတွက်သင်၏အချက်အလက်များကိုယခုထည့်ပါ။,https://singingfiles.com/show.php?l=0&u=1187777&id=36527,01/01/27,MM-Myanmar,0.08,Email/Zip Submit,mobile,Active
70068,सैमसंग गैलेक्सी S25 के लिए प्रवेश करें!,जीतने का मौका पाने के लिए अभी अपनी जानकारी दर्ज करें।,https://singingfiles.com/show.php?l=0&u=1187777&id=70068,01/01/27,IN-India,0.13,Email/Zip Submit,ince,Active
63313,Nhận PlayStation 5 mới nhất ngay bây giờ!,Nhập thông tin của bạn ngay bây giờ để có cơ hội giành chiến thắng.,https://singingfiles.com/show.php?l=0&u=1187777&id=63313,01/01/27,VN-Viet Nam,0.13,Email/Zip Submit,mobile_droid,Active
36511,¡Obtenga recompensas por realizar la encuesta sobre finanzas!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=36511,01/01/27,"VE-Venezuela,Bolivarian Republic of",0.08,Email/Zip Submit,mobile,Active
36694,¡Obtenga recompensas por realizar la encuesta sobre finanzas!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=36694,01/01/27,GT-Guatemala,0.08,Email/Zip Submit,mobile,Active
58608,अपने सैमसंग गैलेक्सी A53 के लिए प्रवेश करें!,जीतने का मौका पाने के लिए अभी अपनी जानकारी दर्ज करें।,https://singingfiles.com/show.php?l=0&u=1187777&id=58608,01/01/27,IN-India,0.08,Email/Zip Submit,ince,Active
70069,नवीनतम सैमसंग गैलेक्सी S25 प्राप्त करें!,जीतने का मौका पाने के लिए अभी अपनी जानकारी दर्ज करें।,https://singingfiles.com/show.php?l=0&u=1187777&id=70069,01/01/27,IN-India,0.13,Email/Zip Submit,mobile_droid,Active
54643,Get a Reward After This Survey!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=54643,01/01/27,ID-Indonesia,0.08,Email/Zip Submit,mobile_droid,Active
59478,اپنا Samsung Galaxy A53 ابھی حاصل کریں!,جیتنے کے موقع کے لیے ابھی اپنی معلومات درج کریں۔,https://singingfiles.com/show.php?l=0&u=1187777&id=59478,01/01/27,PK-Pakistan,0.12,Email/Zip Submit,mobile_droid,Active
54804,¡Puedes convertirte en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54804,01/01/27,EC-Ecuador,0.1,Email/Zip Submit,mobile_ios,Active
58609,अपना सैमसंग गैलेक्सी A53 अभी प्राप्त करें!,जीतने का मौका पाने के लिए अभी अपनी जानकारी दर्ज करें।,https://singingfiles.com/show.php?l=0&u=1187777&id=58609,01/01/27,IN-India,0.08,Email/Zip Submit,mobile_droid,Active
65575,Lihat jika anda memerlukan data anda Dilindungi!,Masukkan maklumat anda sekarang untuk bermula.,https://singingfiles.com/show.php?l=0&u=1187777&id=65575,01/01/27,BN-Brunei Darussalam,0.08,Email/Zip Submit,mobile_ios,Active
69339,Enter for a chance at a $500 7 Eleven Gift Card!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=69339,01/01/27,CA-Canada,1.63,Email/Zip Submit,mobile_ios,Active
63336,लुमोस ऐप इंस्टॉल करें और अपना परीक्षण शुरू करें!,ऐप इंस्टॉल करें और अपना परीक्षण शुरू करें।,https://singingfiles.com/show.php?l=0&u=1187777&id=63336,01/01/27,IN-India,0.05,Mobile Install,mobile_ios,Active
63429,Kuckt ob Dir Är Date geschützt braucht!,Gitt elo Är Handysnummer un fir unzefänken.,https://singingfiles.com/show.php?l=0&u=1187777&id=63429,01/01/27,LU-Luxembourg,0.08,Email/Zip Submit,mobile_ios,Active
70095,ลุ้นรับ Samsung Galaxy S25!,กรอกข้อมูลของคุณทันทีเพื่อลุ้นรับรางวัล,https://singingfiles.com/show.php?l=0&u=1187777&id=70095,01/01/27,TH-Thailand,0.6,Email/Zip Submit,ince,Active
55188,Joacă cele mai bune jocuri!,Introduceți numărul dvs. de mobil acum pentru a începe descărcarea.,https://singingfiles.com/show.php?l=0&u=1187777&id=55188,01/01/27,"PS-Palestine,State of",0.69,Pin-Submit,ince,Active
57903,Ingiza kwa Samsung A53!,Weka maelezo yako sasa ili upate nafasi ya kushinda.,https://singingfiles.com/show.php?l=0&u=1187777&id=57903,01/01/27,KE-Kenya,0.08,Email/Zip Submit,mobile_ios,Active
33876,ابدأ بلعب Ninja Boy الآن!,أدخل رقم هاتفك المحمول الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=33876,01/01/27,JO-Jordan,0.14,Pin-Submit,ince,Active
36522,شارك في المسح المالي الجديد!,أدخل معلوماتك الآن لتبدأ.,https://singingfiles.com/show.php?l=0&u=1187777&id=36522,01/01/27,LY-Libya,0.08,Email/Zip Submit,ince,Active
54786,يمكنك أن تصبح مليونيرا!,أدخل معلوماتك الآن للحصول على فرصة للفوز.,https://singingfiles.com/show.php?l=0&u=1187777&id=54786,01/01/27,LY-Libya,0.1,Email/Zip Submit,mobile_ios,Active
41228,Pārbaudiet savu drošības VPN!,Ievadiet savu informāciju tūlīt lai sāktu.,https://singingfiles.com/show.php?l=0&u=1187777&id=41228,01/01/27,LV-Latvia,0.08,Email/Zip Submit,ince,Active
54763,¡Eiko Millonario-gui!,Emoinge ne marandu ko’áĝa reguereko haĝua pa’ũ regana haĝua.,https://singingfiles.com/show.php?l=0&u=1187777&id=54763,01/01/27,PY-Paraguay,0.1,Email/Zip Submit,ince,Active
41229,Aizsargājiet savu ierīci tūlīt!,Ievadiet savu mobilā tālruņa numuru tūlīt lai sāktu.,https://singingfiles.com/show.php?l=0&u=1187777&id=41229,01/01/27,LV-Latvia,0.08,Email/Zip Submit,mobile,Active
70071,Enter for a Samsung Galaxy S25!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=70071,01/01/27,KE-Kenya,0.17,Email/Zip Submit,ince,Active
54768,Você pode se tornar um milionário!,Insira suas informações agora para ter uma chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54768,01/01/27,MZ-Mozambique,0.1,Email/Zip Submit,mobile_ios,Active
55078,Devenez millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55078,01/01/27,ZR,0.1,Email/Zip Submit,ince,Active
55079,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55079,01/01/27,ZR,0.1,Email/Zip Submit,mobile_droid,Active
55080,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55080,01/01/27,ZR,0.1,Email/Zip Submit,mobile_ios,Active
55081,Postanite milijunaš!,Unesite svoje podatke sada za priliku za pobjedu.,https://singingfiles.com/show.php?l=0&u=1187777&id=55081,01/01/27,YU,0.1,Email/Zip Submit,ince,Active
55082,Možete postati milijunaš!,Unesite svoje podatke sada za priliku za pobjedu.,https://singingfiles.com/show.php?l=0&u=1187777&id=55082,01/01/27,YU,0.1,Email/Zip Submit,mobile_droid,Active
55083,Možete postati milijunaš!,Unesite svoje podatke sada za priliku za pobjedu.,https://singingfiles.com/show.php?l=0&u=1187777&id=55083,01/01/27,YU,0.1,Email/Zip Submit,mobile_ios,Active
55084,كن مليونيرا!,أدخل معلوماتك الآن للحصول على فرصة للفوز.,https://singingfiles.com/show.php?l=0&u=1187777&id=55084,01/01/27,YD,0.1,Email/Zip Submit,ince,Active
